違規案件編號,處分日期,案件狀態,地籍_區,地籍_段,地籍_小段,地籍_地號,違規面積_平方公尺,違規類別,暫停開發兩年,暫停開發到期日,罰鍰金額
CA08704002,1998/4/7,結案,文山,萬芳,二,546,50,未經申請開挖整地,,,60000
CA08704005,1998/4/8,結案,士林,華岡,二,250,35,其他,,,60000
CA08704003,1998/4/8,撤銷,士林,新安,一,;233;,3000,未經申請開挖闢路,,,150000
CA08704004,1998/4/8,結案,士林,菁山,二,330,300,其他,,,60000
CA08704008,1998/4/9,結案,士林,至善,二,;324;,30,其他,,,60000
CA08704006,1998/4/9,結案,士林,至善,二,340,30,其他,,,60000
CA08704007,1998/4/9,結案,士林,至善,二,325,20,未經申請開挖整地,,,60000
CA08704009,1998/4/13,續予處分,士林,至善,四,201,3000,未經申請開挖整地,,,150000
CA08704010,1998/4/16,結案,北投,大屯,一,149,300,未經申請開挖整地,,,60000
CA08704011,1998/4/18,續予處分,士林,新安,三,569,225,未經申請開挖整地,,,60000
CA08704012,1998/4/18,結案,信義,永春,三,59,200,其他,,,60000
CA08704013,1998/4/22,續予處分,士林,天玉,一,;543;,2700,未依規定期限改正,,,300000
CA08704014,1998/4/29,續予處分,內湖,碧山,二,735,72,其他,,,60000
CA08704015,1998/4/29,結案,士林,平等,一,184,500,未經申請開挖整地,,,60000
CA08705001,1998/5/1,撤銷,北投,崇仰,四,;441;,24000,未經申請開挖整地,,,300000
CA08705002,1998/5/2,結案,士林,新安,三,569,90,未依規定期限改正,,,80000
CA08705003,1998/5/7,撤銷,信義,永春,三,111,60,其他,,,60000
CA08705004,1998/5/12,續予處分,文山,指南,四,601,1000,堆積土石,,,100000
CA08705005,1998/5/13,續予處分,士林,天玉,一,;;543;544;545;547;554;556;558;559;560;561;562;563;564;584;;,2700,未依規定期限改正,,,300000
CA08705006,1998/5/14,結案,士林,新安,四,541,150,未依核定計畫施工,,,60000
CA08705007,1998/5/14,結案,士林,新安,四,402,30,未經申請開挖整地,,,60000
CA08705008,1998/5/19,結案,士林,溪山,二,261,30,其他,,,60000
CA08705009,1998/5/27,續予處分,士林,天玉,一,;543;,3000,未依規定期限改正,,,300000
CA08706001,1998/6/5,結案,士林,新安,三,;;437;447;;,500,未依規定期限改正,,,300000
CA08706002,1998/6/10,續予處分,內湖,碧山,二,735,72,未依規定期限改正,,,80000
CA08706003,1998/6/11,結案,北投,桃源,三,3,600,未經申請開挖闢路,,,60000
CA08706004,1998/6/11,結案,北投,桃源,三,57,200,未經申請開挖闢路,,,60000
CA08706005,1998/6/11,續予處分,信義,吳興,二,443-1,320,未依規定期限改正,,,80000
CA08706007,1998/6/12,續予處分,文山,指南,四,587,1000,未依規定期限改正,,,150000
CA08706006,1998/6/12,結案,內湖,碧山,二,699,130,其他,,,60000
CA08706008,1998/6/16,續予處分,士林,溪山,三,14611,70,其他,,,60000
CA08706009,1998/6/18,撤銷,信義,吳興,二,643,10,未經申請開挖整地,,,60000
CA08706010,1998/6/18,續予處分,文山,富德,三,80,1200,未經申請開挖闢路,,,100000
CA08706011,1998/6/21,結案,南港,中南,一,;408;,300,未經申請開挖整地,,,60000
CA08706012,1998/6/25,結案,內湖,碧山,二,;712;,300,未經申請開挖整地,,,60000
CA08706014,1998/6/26,續予處分,士林,菁山,二,;77;,300,未依規定期限改正,,,300000
CA08706015,1998/6/26,結案,內湖,碧山,二,631,96,未經申請開挖闢路,,,60000
CA08706013,1998/6/26,續予處分,士林,菁山,二,;89;,1000,堆積土石,,,300000
CA08707001,1998/7/2,結案,南港,大豐,二,426,300,堆積土石,,,60000
CA08707002,1998/7/2,結案,士林,溪山,三,14611,70,未依規定期限改正,,,80000
CA08707003,1998/7/2,續予處分,士林,至善,四,143,7000,未依規定期限改正,,,200000
CA08707005,1998/7/3,續予處分,士林,天玉,一,544,3000,未依規定期限改正,,,300000
CA08707004,1998/7/3,結案,文山,指南,四,640-2,600,堆積土石,是,2000/7/3,80000
CA08707006,1998/7/6,結案,內湖,石潭,一,102,1500,未經申請開挖闢路,,,100000
CA08707007,1998/7/8,續予處分,士林,溪山,一,435,1000,未經申請開挖整地,,,100000
CA08707008,1998/7/24,結案,文山,興安,一,423,400,未經申請開挖整地,,,60000
CA08707009,1998/7/28,續予處分,士林,天玉,一,;543;,3370,未依規定期限改正,,,300000
CA08708001,1998/8/1,結案,內湖,西湖,二,440,60,未經申請開挖整地,,,60000
CA08708002,1998/8/3,結案,文山,草湳,二,;170;,100,未經申請開挖整地,,,60000
CA08708003,1998/8/3,結案,文山,指南,四,587,1000,未依規定期限改正,,,200000
CA08708004,1998/8/7,續予處分,士林,天玉,一,;543;,3520,未依規定期限改正,,,300000
CA08708005,1998/8/12,結案,內湖,碧山,二,735-1,90,未依規定期限改正,,,100000
CA08708006,1998/8/17,續予處分,文山,富德,三,80,1200,未依規定期限改正,,,150000
CA08708007,1998/8/20,結案,士林,溪山,一,396,1000,未依規定期限改正,,,150000
CA08708008,1998/8/26,結案,信義,福德,四,193,60,其他,,,60000
CA08708009,1998/8/27,續予處分,士林,天玉,一,;543;,3670,未依規定期限改正,,,300000
CA08708010,1998/8/31,結案,文山,指南,四,;587;,1000,堆積土石,,,60000
CA08709001,1998/9/2,結案,南港,麗山,四,137,120,未經申請開挖整地,,,60000
CA08709002,1998/9/4,結案,士林,菁山,二,;76;,1000,未依規定期限改正,,,300000
CA08709003,1998/9/4,結案,士林,菁山,二,;76;,1000,未依規定期限改正,,,300000
CA08709004,1998/9/5,結案,士林,新安,三,40,500,未經申請開挖整地,,,60000
CA08709005,1998/9/5,續予處分,文山,興安,四,169,600,未經申請開挖闢路,,,60000
CA08709006,1998/9/9,結案,士林,新安,三,167,100,未經申請開挖整地,,,60000
CA08709007,1998/9/11,結案,文山,頭廷,三,;363;,340,未依核定計畫施工,,,60000
CA08709008,1998/9/11,結案,文山,頭廷,三,322,22,未依核定計畫施工,,,60000
CA08709009,1998/9/16,結案,士林,翠山,一,157,500,未經申請開挖整地,,,60000
CA08709011,1998/9/23,結案,信義,吳興,二,643,10,未經申請開挖整地,,,60000
CA08709010,1998/9/23,續予處分,士林,至善,四,142,7000,未依規定期限改正,,,300000
CA08709012,1998/9/24,結案,信義,永春,三,111,100,未依規定期限改正,,,60000
CA08709013,1998/9/29,續予處分,士林,天玉,一,543,3670,未依規定期限改正,,,300000
CA08710002,1998/10/8,結案,士林,芝蘭,二,25,60,其他,,,60000
CA08710001,1998/10/8,續予處分,士林,溪山,三,75,100,未經申請開挖整地,,,60000
CA08710003,1998/10/9,結案,士林,平等,三,525,60,未經申請開挖整地,,,60000
CA08710004,1998/10/13,結案,信義,犁和,一,96,20,未經申請開挖整地,,,60000
CA08710005,1998/10/15,續予處分,士林,平等,一,314,300,未經申請開挖闢路,,,60000
CA08710006,1998/10/22,續予處分,士林,天玉,一,559,3720,未依規定期限改正,,,300000
CA08710007,1998/10/28,續予處分,文山,富德,三,80,1200,未依規定期限改正,,,200000
CA08710008,1998/10/28,續予處分,士林,天玉,一,;543;,4620,未依規定期限改正,,,300000
CA08711001,1998/11/4,結案,北投,行義,一,288,400,未依規定期限改正,,,80000
CA08711002,1998/11/9,結案,文山,指南,四,551,200,未經申請開挖整地,,,60000
CA08711003,1998/11/13,續予處分,士林,天玉,一,;543;,4620,未依規定期限改正,,,300000
CA08711004,1998/11/25,結案,內湖,石潭,二,98,16,其他,,,60000
CA08711005,1998/11/26,結案,士林,至善,四,603,200,未經申請開挖整地,,,60000
CA08712001,1998/12/7,結案,文山,指南,二,103,30,未經申請開挖整地,,,60000
CA08712002,1998/12/8,續予處分,士林,天玉,一,;543;,4620,未依規定期限改正,,,300000
CA08712003,1998/12/10,結案,北投,大屯,四,;16-3;,320,未經申請開挖整地,,,60000
CA08712004,1998/12/10,結案,北投,大屯,三,390,300,未經申請開挖整地,,,60000
CA08712005,1998/12/10,續予處分,士林,至善,四,218,7000,未依規定期限改正,,,300000
CA08712006,1998/12/11,結案,士林,平等,一,314,50,未依規定期限改正,,,80000
CA08712007,1998/12/17,結案,士林,天玉,三,469,750,未經申請開挖整地,,,80000
CA08712008,1998/12/18,結案,士林,翠山,一,406,60,未經申請開挖整地,,,60000
CA08712009,1998/12/18,續予處分,士林,天玉,一,;543;,4620,未依規定期限改正,,,300000
CA08801001,1999/1/7,續予處分,士林,新安,一,575,500,其他,,,60000
CA08801002,1999/1/13,結案,士林,溪山,三,43,4000,未經申請開挖整地,,,300000
CA08801003,1999/1/15,結案,士林,新安,二,484,400,未經申請開挖整地,,,60000
CA08801004,1999/1/18,結案,士林,新安,一,575,500,未依規定期限改正,,,80000
CA08802001,1999/2/1,續予處分,士林,天玉,一,558,4620,未依規定期限改正,,,300000
CA08802002,1999/2/3,結案,大安,辛亥,五,230,25,未經申請開挖闢路,,,60000
CA08802003,1999/2/4,撤銷,文山,草湳,三,;197;,500,未經申請開挖整地,,,60000
CA08802004,1999/2/5,結案,士林,新安,一,67,100,未經申請開挖整地,,,60000
CA08802005,1999/2/12,續予處分,士林,新安,四,525,300,未經申請開挖整地,,,60000
CA08803001,1999/3/11,結案,北投,大屯,四,;16-3;,320,未依規定期限改正,,,80000
CA08803002,1999/3/12,結案,信義,吳興,三,856,600,未經申請開挖整地,,,60000
CA08803005,1999/3/12,結案,南港,舊莊,一,46,900,未經申請開挖闢路,,,80000
CA08803004,1999/3/12,結案,內湖,潭美,一,122,100,未經申請開挖整地,,,60000
CA08803003,1999/3/12,續予處分,文山,富德,三,80,1200,未依規定期限改正,,,300000
CA08803006,1999/3/19,續予處分,士林,天玉,一,584,4620,未依規定期限改正,,,300000
CA08803007,1999/3/30,結案,士林,華岡,五,63,40,未經申請開挖整地,,,60000
CA08804001,1999/4/3,結案,信義,祥和,四,423,150,未經申請開挖整地,,,60000
CA08804003,1999/4/3,結案,士林,新安,一,100,600,未經申請開挖整地,,,80000
CA08804002,1999/4/3,結案,士林,天玉,一,53,350,未經申請開挖整地,,,60000
CA08804005,1999/4/7,續予處分,士林,天玉,一,543,4620,未依規定期限改正,,,300000
CA08804004,1999/4/7,結案,內湖,大湖,四,493,1000,未經申請開挖闢路,,,80000
CA08804006,1999/4/8,結案,北投,大屯,二,255,317,其他,,,60000
CA08804007,1999/4/14,結案,士林,至善,七,196,150,未經申請開挖整地,,,60000
CA08804008,1999/4/21,續予處分,士林,天玉,一,554,5190,未依規定期限改正,,,300000
CA08805001,1999/5/1,結案,文山,興安,一,;360;,500,其他,,,60000
CA08805002,1999/5/5,續予處分,士林,天玉,一,564,5190,未依規定期限改正,,,300000
CA08805003,1999/5/10,結案,士林,新安,四,525,300,未依規定期限改正,,,80000
CA08805004,1999/5/12,結案,文山,富德,三,80,1200,未依規定期限改正,,,300000
CA08805005,1999/5/19,結案,文山,老泉,四,624,50,未依技術規範實施,,,60000
CA08805006,1999/5/19,結案,士林,至善,四,23,450,未依核定計畫施工,,,60000
CA08805007,1999/5/31,結案,士林,力行,三,301,700,未經申請開挖整地,,,80000
CA08806001,1999/6/2,續予處分,士林,天玉,一,543,5410,未依規定期限改正,,,300000
CA08806002,1999/6/16,結案,北投,行義,四,;54;,100,未經申請開挖整地,,,60000
CA08806003,1999/6/23,續予處分,內湖,碧山,二,733-10,100,未經申請開挖整地,,,60000
CA08806004,1999/6/24,撤銷,北投,湖山,三,;189-1;,400,未依核定計畫施工,,,60000
CA08807001,1999/7/8,續予處分,士林,天玉,三,299,200,其他,,,60000
CA08807002,1999/7/8,續予處分,士林,天玉,一,543,5530,未依規定期限改正,,,300000
CA08807003,1999/7/9,續予處分,士林,天玉,一,;543;,8030,未依規定期限改正,,,300000
CA08807004,1999/7/16,結案,文山,興安,四,169,600,未依規定期限改正,,,100000
CA08807005,1999/7/26,結案,士林,新安,四,30,60,其他,,,60000
CA08807006,1999/7/26,結案,士林,新安,二,720,100,未經申請開挖闢路,,,60000
CA08807007,1999/7/27,結案,士林,至善,四,;571;,300,其他,,,60000
CA08807008,1999/7/29,結案,北投,湖田,二,;254;,100,未依技術規範實施,,,60000
CA08807009,1999/7/31,結案,士林,翠山,一,118,100,未經申請開挖闢路,,,60000
CA08808001,1999/8/5,續予處分,士林,天玉,一,;543;,8030,未依規定期限改正,,,300000
CA08808002,1999/8/12,結案,南港,大豐,二,255,60,其他,,,60000
CA08808003,1999/8/18,結案,南港,舊莊,二,;51;,150,其他,,,60000
CA08808004,1999/8/20,結案,南港,舊莊,二,125,500,超限利用,,,80000
CA08808005,1999/8/23,續予處分,內湖,碧山,二,733,300,未依規定期限改正,,,100000
CA08808006,1999/8/31,結案,士林,平等,二,545,250,農業違規,,,60000
CA08809001,1999/9/1,結案,士林,至善,七,26,30,其他,,,60000
CA08809002,1999/9/2,結案,北投,行義,一,237,30,其他,,,60000
CA08809003,1999/9/2,結案,內湖,西湖,一,52-46,60,其他,,,60000
CA08809004,1999/9/3,續予處分,士林,天玉,一,623,8070,未依規定期限改正,,,300000
CA08809005,1999/9/4,結案,內湖,碧山,二,733,300,未依規定期限改正,,,150000
CA08809006,1999/9/6,結案,北投,湖山,三,;;189-1;190;191;197-1;;,400,未依核定計畫施工,,,60000
CA08809007,1999/9/16,撤銷,內湖,碧山,二,;737;,150,其他,,,60000
CA08809008,1999/9/29,結案,信義,吳興,二,443-1,22,未依規定期限改正,,,100000
CA08809009,1999/9/30,續予處分,南港,舊莊,三,303,100,未經申請開挖整地,,,60000
CA08809010,1999/9/30,續予處分,內湖,碧湖,一,24,450,未經申請開挖整地,,,60000
CA08810001,1999/10/1,結案,北投,桃源,五,197,20,未經申請開挖整地,,,60000
CA08810002,1999/10/7,結案,士林,天玉,三,299,150,未依規定期限改正,,,80000
CA08810003,1999/10/15,結案,北投,秀山,三,263,350,其他,,,60000
CA08810004,1999/10/18,撤銷,文山,草湳,三,;197;,500,其他,,,300000
CA08810005,1999/10/20,結案,內湖,碧山,三,;293;,20,其他,,,60000
CA08810006,1999/10/21,結案,北投,新民,一,;377;,900,其他,,,80000
CA08810007,1999/10/21,結案,文山,指南,三,;683-2;,35,其他,,,60000
CA08810008,1999/10/27,續予處分,士林,天玉,一,545,8170,未依規定期限改正,,,300000
CA08810009,1999/10/30,結案,士林,新安,三,182,30,未經申請開挖整地,,,60000
CA08811001,1999/11/6,結案,南港,大豐,三,363,60,其他,,,60000
CA08811002,1999/11/15,撤銷,士林,至善,七,96,100,未經申請開挖整地,,,60000
CA08811003,1999/11/19,結案,士林,天玉,一,534,150,未經申請開挖整地,,,60000
CA08812001,1999/12/2,撤銷,南港,麗山,二,;475;,150,其他,,,60000
CA08812003,1999/12/2,結案,信義,永春,三,80,120,未經申請開挖闢路,,,60000
CA08812002,1999/12/2,結案,士林,至善,七,96,100,未經申請開挖整地,,,60000
CA08812004,1999/12/6,結案,士林,翠山,二,;45-2;,100,未經申請開挖整地,,,60000
CA08812005,1999/12/6,續予處分,士林,天玉,一,563,8200,未依規定期限改正,,,300000
CA08812006,1999/12/6,結案,南港,舊莊,二,306,350,其他,是,2001/12/6,60000
CA08812007,1999/12/7,續予處分,北投,大屯,四,80,40,未經申請開挖整地,,,60000
CA08812009,1999/12/8,結案,士林,至善,五,;612;,100,其他,,,60000
CA08812008,1999/12/8,結案,內湖,石潭,二,283,200,未經申請開挖整地,,,60000
CA08812010,1999/12/15,結案,士林,平等,三,716,1500,未經申請開挖整地,,,100000
CA08812011,1999/12/17,結案,士林,新安,三,;526;,100,未經申請開挖整地,,,60000
CA08812012,1999/12/18,結案,內湖,康寧,二,243-1,70,未經申請開挖整地,,,60000
CA08812013,1999/12/28,結案,內湖,石潭,二,150,16,其他,,,60000
CA08812014,1999/12/30,續予處分,南港,舊莊,三,303,150,未依規定期限改正,,,80000
CA08901001,2000/1/4,續予處分,士林,天玉,一,;543;,8700,未依規定期限改正,,,300000
CA08901002,2000/1/11,續予處分,北投,泉源,二,111,400,未經申請開挖整地,,,60000
CA08901003,2000/1/14,結案,士林,平等,一,184,500,未經申請開挖整地,,,60000
CA08901004,2000/1/27,結案,內湖,大湖,四,64,1000,未經申請開挖整地,,,80000
CA08901005,2000/1/28,結案,南港,舊莊,三,303,650,未依規定期限改正,,,100000
CA08901006,2000/1/31,結案,北投,溫泉,三,280,200,未經申請開挖整地,,,60000
CA08902001,2000/2/2,結案,士林,翠山,二,734,300,未經申請開挖整地,,,60000
CA08902002,2000/2/3,撤銷,士林,翠山,一,230,1000,未經申請開挖整地,,,80000
CA08902003,2000/2/8,續予處分,北投,泉源,二,;180;,300,未經申請開挖整地,,,60000
CA08902004,2000/2/19,續予處分,士林,天玉,一,563,12200,未依規定期限改正,,,300000
CA08902005,2000/2/22,結案,士林,力行,一,85,600,未經申請開挖整地,,,80000
CA08902006,2000/2/22,結案,北投,湖田,一,146,400,未經申請開挖整地,,,60000
CA08903001,2000/3/2,結案,士林,溪山,三,75,100,未依規定期限改正,,,80000
CA08903002,2000/3/4,結案,士林,平等,三,735,300,未經申請開挖整地,,,60000
CA08903003,2000/3/4,結案,南港,舊莊,一,;207;,500,未經申請開挖闢路,,,60000
CA08903004,2000/3/9,結案,士林,翠山,一,;91-1;,200,未依規定期限改正,,,80000
CA08903005,2000/3/14,續予處分,士林,天玉,一,636-1,13200,未依規定期限改正,,,300000
CA08903006,2000/3/15,續予處分,內湖,碧山,一,372,1600,其他,,,150000
CA08903007,2000/3/15,結案,內湖,大湖,三,100,600,其他,,,80000
CA08903008,2000/3/23,結案,內湖,東湖,六,;;468;469;470;471;;,950,未經申請開挖闢路,,,80000
CA08903010,2000/3/24,結案,士林,芝蘭,二,572,100,未經申請開挖整地,,,60000
CA08903009,2000/3/24,結案,北投,泉源,三,;203;,50,其他,,,60000
CA08904001,2000/4/17,撤銷,士林,天玉,三,;7;,150,堆積土石,,,60000
CA08904002,2000/4/18,結案,士林,華岡,二,;213;,100,其他,,,80000
CA08905001,2000/5/2,續予處分,士林,芝蘭,三,394,500,未經申請開挖整地,,,60000
CA08905002,2000/5/3,續予處分,內湖,東湖,六,61,600,未經申請開挖整地,,,80000
CA08905003,2000/5/5,續予處分,士林,天玉,一,610,13400,未依規定期限改正,,,300000
CA08905004,2000/5/8,結案,信義,吳興,二,623-2,150,未經申請開挖整地,,,60000
CA08905005,2000/5/18,續予處分,士林,天玉,一,619,13300,未依規定期限改正,,,300000
CA08905006,2000/5/24,結案,內湖,碧山,一,360,1600,未依規定期限改正,,,200000
CA08905008,2000/5/26,續予處分,士林,天玉,一,543,13800,未依規定期限改正,,,300000
CA08905009,2000/5/26,續予處分,士林,天玉,一,563,13900,未依規定期限改正,,,300000
CA08905010,2000/5/26,續予處分,士林,天玉,一,564,14000,未依規定期限改正,,,300000
CA08905007,2000/5/26,續予處分,士林,天玉,一,619,13650,未依規定期限改正,,,300000
CA08905011,2000/5/31,結案,北投,崇仰,二,15,92,未經申請開挖整地,,,60000
CA08906004,2000/6/1,續予處分,士林,天玉,一,639,14100,未依規定期限改正,,,300000
CA08906001,2000/6/1,結案,文山,老泉,二,102,300,其他,,,60000
CA08906002,2000/6/1,結案,文山,指南,四,409,150,未經申請開挖整地,,,60000
CA08906003,2000/6/1,續予處分,士林,天玉,一,592,14100,未依規定期限改正,,,300000
CA08906005,2000/6/9,撤銷,北投,崇仰,一,;56;,30,未經申請開挖整地,,,60000
CA08906006,2000/6/12,結案,內湖,文德,二,23408,150,未經申請開挖整地,,,60000
CA08906007,2000/6/14,撤銷,北投,湖田,二,;31;,95,未經申請開挖整地,,,60000
CA08906008,2000/6/20,結案,文山,老泉,一,389,150,未經申請開挖闢路,,,60000
CA08906009,2000/6/22,結案,士林,平等,二,72,200,未依核定計畫施工,,,60000
CA08906010,2000/6/23,結案,北投,湖田,二,443,100,未經申請開挖整地,,,60000
CA08906011,2000/6/23,結案,文山,老泉,二,154,60,未經申請開挖整地,,,60000
CA08906012,2000/6/23,結案,北投,湖田,二,117,200,未經申請開挖整地,,,60000
CA08906013,2000/6/23,結案,北投,湖田,二,279,450,未經申請開挖整地,,,60000
CA08906014,2000/6/23,結案,北投,湖田,二,399,250,未經申請開挖整地,,,60000
CA08906016,2000/6/23,結案,北投,湖田,二,117,500,未經申請開挖整地,,,60000
CA08906017,2000/6/23,結案,北投,湖田,二,270,70,未經申請開挖整地,,,60000
CA08906015,2000/6/23,結案,文山,草湳,三,;197;,500,其他,,,60000
CA08906023,2000/6/27,續予處分,士林,天玉,一,592,14115,未依規定期限改正,,,300000
CA08906018,2000/6/27,撤銷,南港,中南,四,;810;,300,未經申請開挖整地,,,60000
CA08906019,2000/6/27,續予處分,士林,天玉,一,639,14100,未依規定期限改正,,,300000
CA08906020,2000/6/27,續予處分,士林,天玉,一,599-1,14105,未依規定期限改正,,,300000
CA08906021,2000/6/27,續予處分,士林,天玉,一,543,14105,未依規定期限改正,,,300000
CA08906024,2000/6/27,續予處分,士林,天玉,一,621,14115,未依規定期限改正,,,300000
CA08906022,2000/6/27,續予處分,士林,天玉,一,546,14115,未依規定期限改正,,,300000
CA08907001,2000/7/3,結案,南港,中南,一,531,40,未經申請開挖整地,,,60000
CA08907002,2000/7/3,結案,士林,新安,二,391,250,未經申請開挖整地,,,60000
CA08907003,2000/7/3,結案,北投,桃源,二,;;23;24;25;83;87;;,800,未經申請開挖闢路,,,80000
CA08907004,2000/7/6,結案,士林,菁山,二,;85;,80,其他,,,60000
CA08907005,2000/7/6,撤銷,文山,頭廷,三,;104;,28,未經申請開挖整地,,,60000
CA08907006,2000/7/11,撤銷,信義,祥和,一,91,15,未經申請開挖整地,,,60000
CA08907007,2000/7/11,結案,大安,辛亥,四,;590-4;,500,其他,,,60000
CA08907008,2000/7/14,結案,北投,大屯,一,409,30,未經申請開挖整地,,,60000
CA08907009,2000/7/19,結案,北投,湖田,二,;147;,95,未經申請開挖整地,,,60000
CA08907021,2000/7/24,續予處分,士林,天玉,一,;543;,14225,未依規定期限改正,,,300000
CA08907022,2000/7/24,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA08907013,2000/7/24,續予處分,士林,天玉,一,;543;,14155,未依規定期限改正,,,300000
CA08907014,2000/7/24,續予處分,士林,天玉,一,;543;,14175,未依規定期限改正,,,300000
CA08907015,2000/7/24,續予處分,士林,天玉,一,;543;,14185,未依規定期限改正,,,300000
CA08907010,2000/7/24,續予處分,士林,天玉,一,;543;,14135,未依規定期限改正,,,300000
CA08907011,2000/7/24,續予處分,士林,天玉,一,;543;,14145,未依規定期限改正,,,300000
CA08907012,2000/7/24,撤銷,士林,天玉,一,;543;,14155,未依規定期限改正,,,300000
CA08907020,2000/7/24,撤銷,士林,天玉,一,;543;,14225,未依規定期限改正,,,300000
CA08907016,2000/7/24,續予處分,士林,天玉,一,;543;,14195,未依規定期限改正,,,300000
CA08907017,2000/7/24,續予處分,士林,天玉,一,;543;,14205,未依規定期限改正,,,300000
CA08907018,2000/7/24,續予處分,士林,天玉,一,;543;,14205,未依規定期限改正,,,300000
CA08907019,2000/7/24,續予處分,士林,天玉,一,;543;,14215,未依規定期限改正,,,300000
CA08907023,2000/7/25,結案,南港,大豐,三,;330;,2000,未依核定計畫施工,,,100000
CA08907024,2000/7/26,撤銷,內湖,碧湖,一,24,300,未依規定期限改正,,,80000
CA08907025,2000/7/26,續予處分,內湖,大湖,四,521,1500,其他,,,100000
CA08907026,2000/7/27,結案,士林,新安,四,52,480,其他,,,60000
CA08907027,2000/7/28,續予處分,信義,永春,三,45825,480,未經申請開挖整地,,,60000
CA08908004,2000/8/2,結案,內湖,西湖,一,45,55,其他,,,60000
CA08908005,2000/8/2,結案,士林,溪山,一,550,50,未經申請開挖整地,,,60000
CA08908007,2000/8/2,結案,北投,行義,一,28,50,未經申請開挖整地,,,60000
CA08908003,2000/8/2,結案,士林,菁山,一,;199-1;,400,未依核定計畫施工,,,60000
CA08908006,2000/8/2,結案,北投,行義,四,8,50,未經申請開挖整地,,,60000
CA08908001,2000/8/2,結案,南港,舊莊,四,297,500,堆積土石,,,60000
CA08908008,2000/8/3,結案,南港,新光,二,577,20,未經申請開挖整地,,,60000
CA08908009,2000/8/4,結案,南港,麗山,一,184,500,其他,,,60000
CA08908010,2000/8/5,撤銷,內湖,西湖,二,;77;,55,未經申請開挖整地,,,60000
CA08908011,2000/8/5,結案,士林,至善,四,635,300,未經申請開挖整地,,,60000
CA08908012,2000/8/5,結案,士林,菁山,二,30317,450,未依規定期限改正,,,80000
CA08908013,2000/8/7,結案,士林,天玉,一,941,350,未經申請開挖整地,,,60000
CA08908014,2000/8/7,續予處分,南港,中南,四,805-1,300,未經申請開挖整地,,,60000
CA08908015,2000/8/7,結案,內湖,康寧,二,102,250,其他,,,60000
CA08908016,2000/8/8,撤銷,北投,新民,一,152,400,未經申請開挖整地,,,60000
CA08908002,2000/8/11,續予處分,南港,舊莊,四,44,650,未經申請開挖整地,,,80000
CA08908017,2000/8/11,撤銷,士林,溪山,一,;238;,70,未經申請開挖整地,,,60000
CA08908018,2000/8/17,撤銷,內湖,碧湖,一,;;116;118;119;218;;,100,未經申請開挖整地,,,60000
CA08908019,2000/8/24,結案,北投,泉源,二,111,400,未依規定期限改正,,,80000
CA08908020,2000/8/25,結案,北投,泉源,二,;180;,300,未依規定期限改正,,,80000
CA08908021,2000/8/29,結案,南港,中南,三,337,400,未經申請開挖闢路,,,60000
CA08908022,2000/8/29,續予處分,士林,溪山,三,237,100,未經申請開挖闢路,,,60000
CA08909001,2000/9/1,續予處分,文山,頭廷,二,266,250,未依核定計畫施工,,,60000
CA08909002,2000/9/2,結案,士林,溪山,三,;736;,100,未經申請開挖整地,,,60000
CA08909003,2000/9/7,結案,士林,翠山,一,;91-1;,200,未依規定期限改正,,,100000
CA08909004,2000/9/22,結案,北投,新民,一,152,400,未經申請開挖整地,,,60000
CA08910001,2000/10/16,結案,北投,新民,一,;155;,80,未依核定計畫施工,,,60000
CA08910002,2000/10/18,撤銷,士林,芝山,三,;201;,100,未經申請開挖整地,,,60000
CA08910003,2000/10/19,撤銷,士林,天玉,三,74,30,未經申請開挖整地,,,60000
CA08910004,2000/10/24,結案,士林,平等,一,328,150,未經申請開挖整地,,,60000
CA08910005,2000/10/27,結案,士林,力行,三,181,200,未經申請開挖整地,,,60000
CA08910006,2000/10/27,結案,內湖,碧湖,四,1022,250,未經申請開挖闢路,,,60000
CA08911001,2000/11/1,結案,北投,湖山,二,568,80,未經申請開挖整地,,,60000
CA08911002,2000/11/8,結案,士林,翠山,一,232,1000,未經申請開挖整地,,,60000
CA08911003,2000/11/10,撤銷,士林,力行,三,;190-1;,40,未經申請開挖闢路,,,60000
CA08911004,2000/11/14,結案,北投,湖山,一,453,50,未經申請開挖整地,,,60000
CA08911005,2000/11/20,續予處分,士林,芝蘭,三,107,360,堆積土石,,,60000
CA08911006,2000/11/21,結案,內湖,大湖,四,360,30,堆積土石,,,60000
CA08911007,2000/11/24,結案,北投,湖山,一,444-1,130,堆積土石,,,60000
CA08911008,2000/11/24,結案,內湖,碧山,一,150,50,未經申請開挖闢路,,,60000
CA08911009,2000/11/27,續予處分,士林,天玉,一,543,14235,未依規定期限改正,,,300000
CA08911010,2000/11/28,結案,內湖,西湖,一,;52-25;,50,未經申請開挖整地,,,60000
CA08912001,2000/12/11,結案,士林,天玉,三,74,30,未經申請開挖整地,,,60000
CA08912002,2000/12/15,結案,內湖,東湖,五,;455;,150,未經申請開挖整地,,,60000
CA08912003,2000/12/16,結案,文山,頭廷,二,266,250,未依規定期限改正,,,80000
CA08912004,2000/12/19,續予處分,北投,桃源,二,504,2500,未經申請開挖整地,,,150000
CA09001001,2001/1/10,結案,大安,辛亥,四,620-2,20,未經申請開挖整地,是,2003/1/10,60000
CA09001003,2001/1/10,結案,士林,翠山,一,;172-4;,50,其他,是,2003/1/10,60000
