時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
107年10月,中正區,不明,不明,20-未滿40歲,1,其他家虐,2
107年10月,中正區,不明,不明,20-未滿40歲,1,婚姻暴力,1
107年10月,中正區,不明,不明,40-未滿65歲,2,其他家虐,3
107年10月,中正區,不明,不明,40-未滿65歲,2,非保護性案件,1
107年10月,中正區,不明,不明,40-未滿65歲,2,婚姻暴力,2
107年10月,中正區,不明,不明,40-未滿65歲,1,其他家虐,4
107年10月,中正區,不明,不明,40-未滿65歲,1,婚姻暴力,1
107年10月,中正區,不明,不明,65歲以上,2,老人虐待,1
107年10月,中正區,不明,不明,6-未滿12歲,2,非保護性案件,2
107年10月,中正區,不明,不明,未滿6歲,2,非保護性案件,1
107年10月,中正區,不明,不明,未滿6歲,1,非保護性案件,1
107年10月,中正區,永功里,63000050011,20-未滿40歲,2,其他家虐,1
107年10月,中正區,南福里,63000050019,40-未滿65歲,2,婚姻暴力,1
107年10月,中正區,愛國里,63000050016,未滿6歲,1,非保護性案件,1
107年10月,中正區,新營里,63000050021,40-未滿65歲,2,婚姻暴力,1
107年10月,中正區,螢圃里,63000050009,40-未滿65歲,1,婚姻暴力,1
107年10月,中正區,龍福里,63000050020,20-未滿40歲,2,其他家虐,2
107年10月,內湖區,大湖里,63000100012,20-未滿40歲,1,其他家虐,1
107年10月,內湖區,不明,不明,12-未滿18歲,2,不明,1
107年10月,內湖區,不明,不明,12-未滿18歲,2,兒少保護,1
107年10月,內湖區,不明,不明,12-未滿18歲,2,非保護性案件,2
107年10月,內湖區,不明,不明,12-未滿18歲,1,不明,2
107年10月,內湖區,不明,不明,12-未滿18歲,1,兒少保護,1
107年10月,內湖區,不明,不明,12-未滿18歲,1,其他家虐,2
107年10月,內湖區,不明,不明,12-未滿18歲,1,非保護性案件,2
107年10月,內湖區,不明,不明,20-未滿40歲,2,不明,2
107年10月,內湖區,不明,不明,20-未滿40歲,2,其他家虐,10
107年10月,內湖區,不明,不明,20-未滿40歲,2,非保護性案件,5
107年10月,內湖區,不明,不明,20-未滿40歲,2,婚姻暴力,12
107年10月,內湖區,不明,不明,20-未滿40歲,1,其他家虐,2
107年10月,內湖區,不明,不明,20-未滿40歲,1,非保護性案件,2
107年10月,內湖區,不明,不明,40-未滿65歲,2,其他家虐,5
107年10月,內湖區,不明,不明,40-未滿65歲,2,婚姻暴力,8
107年10月,內湖區,不明,不明,40-未滿65歲,1,其他家虐,7
107年10月,內湖區,不明,不明,40-未滿65歲,1,婚姻暴力,1
107年10月,內湖區,不明,不明,65歲以上,2,老人虐待,1
107年10月,內湖區,不明,不明,65歲以上,2,其他家虐,1
107年10月,內湖區,不明,不明,65歲以上,2,婚姻暴力,3
107年10月,內湖區,不明,不明,65歲以上, ,兒少保護,1
107年10月,內湖區,不明,不明,65歲以上,1,婚姻暴力,1
107年10月,內湖區,不明,不明,6-未滿12歲,2,非保護性案件,3
107年10月,內湖區,不明,不明,6-未滿12歲,1,兒少保護,1
107年10月,內湖區,不明,不明,6-未滿12歲,1,非保護性案件,1
107年10月,內湖區,不明,不明,未滿6歲,1,非保護性案件,2
107年10月,內湖區,西安里,63000100003,40-未滿65歲,2,婚姻暴力,1
107年10月,內湖區,西康里,63000100002,65歲以上,2,婚姻暴力,1
107年10月,內湖區,明湖里,63000100036,40-未滿65歲,2,婚姻暴力,1
107年10月,內湖區,東湖里,63000100023,20-未滿40歲,2,婚姻暴力,1
107年10月,內湖區,金湖里,63000100034,20-未滿40歲,2,婚姻暴力,1
107年10月,內湖區,金龍里,63000100013,40-未滿65歲,2,婚姻暴力,1
107年10月,內湖區,南湖里,63000100040,40-未滿65歲,1,非保護性案件,1
107年10月,內湖區,康寧里,63000100035,20-未滿40歲,2,婚姻暴力,1
107年10月,內湖區,港富里,63000100007,40-未滿65歲,2,婚姻暴力,1
107年10月,內湖區,湖元里,63000100030,40-未滿65歲,2,婚姻暴力,1
107年10月,內湖區,湖興里,63000100029,20-未滿40歲,2,婚姻暴力,1
107年10月,內湖區,紫陽里,63000100019,40-未滿65歲,2,婚姻暴力,1
107年10月,內湖區,紫雲里,63000100016,20-未滿40歲,2,婚姻暴力,1
107年10月,內湖區,週美里,63000100026,20-未滿40歲,2,非保護性案件,1
107年10月,內湖區,瑞陽里,63000100020,65歲以上,2,老人虐待,1
107年10月,內湖區,葫洲里,63000100018,20-未滿40歲,2,婚姻暴力,1
107年10月,內湖區,碧山里,63000100015,40-未滿65歲,1,非保護性案件,1
107年10月,內湖區,樂康里,63000100024,40-未滿65歲,2,婚姻暴力,1
107年10月,內湖區,樂康里,63000100024,65歲以上,2,其他家虐,1
107年10月,內湖區,麗山里,63000100038,20-未滿40歲,2,婚姻暴力,2
107年10月,內湖區,麗山里,63000100038,40-未滿65歲,1,婚姻暴力,1
107年10月,內湖區,寶湖里,63000100039,40-未滿65歲,2,婚姻暴力,1
107年10月,文山區,不明,不明,12-未滿18歲,2,兒少保護,1
107年10月,文山區,不明,不明,12-未滿18歲,2,其他家虐,1
107年10月,文山區,不明,不明,12-未滿18歲,1,兒少保護,1
107年10月,文山區,不明,不明,12-未滿18歲,1,非保護性案件,1
107年10月,文山區,不明,不明,12-未滿18歲,1,婚姻暴力,1
107年10月,文山區,不明,不明,18-未滿20歲,1,其他家虐,2
107年10月,文山區,不明,不明,20-未滿40歲,2,其他家虐,5
107年10月,文山區,不明,不明,20-未滿40歲,2,婚姻暴力,1
107年10月,文山區,不明,不明,20-未滿40歲,1,其他家虐,3
107年10月,文山區,不明,不明,40-未滿65歲,2,不明,1
107年10月,文山區,不明,不明,40-未滿65歲,2,其他家虐,4
107年10月,文山區,不明,不明,40-未滿65歲,2,婚姻暴力,4
107年10月,文山區,不明,不明,40-未滿65歲,1,其他家虐,4
107年10月,文山區,不明,不明,40-未滿65歲,1,婚姻暴力,1
107年10月,文山區,不明,不明,65歲以上,2,老人虐待,4
107年10月,文山區,不明,不明,65歲以上,2,婚姻暴力,2
107年10月,文山區,不明,不明,65歲以上,1,其他家虐,1
107年10月,文山區,不明,不明,6-未滿12歲,2,其他家虐,1
107年10月,文山區,不明,不明,6-未滿12歲, ,兒少保護,1
107年10月,文山區,不明,不明,未滿6歲,2,兒少保護,1
107年10月,文山區,不明,不明,未滿6歲,1,兒少保護,1
107年10月,文山區,木柵里,63000080027,20-未滿40歲,2,其他家虐,1
107年10月,文山區,木柵里,63000080027,20-未滿40歲,2,婚姻暴力,1
107年10月,文山區,木新里,63000080028,40-未滿65歲,2,婚姻暴力,2
107年10月,文山區,明興里,63000080026,20-未滿40歲,2,不明,1
107年10月,文山區,明興里,63000080026,65歲以上,1,老人虐待,1
107年10月,文山區,政大里,63000080040,40-未滿65歲,2,婚姻暴力,2
107年10月,文山區,政大里,63000080040,65歲以上,1,老人虐待,1
107年10月,文山區,博嘉里,63000080034,20-未滿40歲,2,非保護性案件,1
107年10月,文山區,博嘉里,63000080034,20-未滿40歲,2,婚姻暴力,1
107年10月,文山區,景行里,63000080001,12-未滿18歲,1,其他家虐,1
